Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column11	Column12
Centralia / James T. Field Memorial Aerodrome	Centralia	Canada	YCE	CYCE	43.285599	-81.508301	\N	\N
Castlegar/West Kootenay Regional Airport	Castlegar	Canada	YCG	CYCG	49.29639816	-117.6320038	A	America/Vancouver
Miramichi Airport	Chatham	Canada	YCH	CYCH	47.007801	-65.449203	A	America/Halifax
Charlo Airport	Charlo	Canada	YCL	CYCL	47.990799	-66.330299	A	America/Halifax
Cochrane Airport	Cochrane	Canada	YCN	CYCN	49.10559845	-81.01360321	A	America/Toronto
Kugluktuk Airport	Coppermine	Canada	YCO	CYCO	67.816704	-115.143997	A	America/Edmonton
Blue River Airport	Blue River	Canada	\N	CYCP	52.11669922	-119.2829971	\N	\N
Chetwynd Airport	Chetwynd	Canada	YCQ	CYCQ	55.68719864	-121.6269989	\N	\N
Cross Lake (Charlie Sinclair Memorial) Airport	Cross Lake	Canada	YCR	CYCR	54.61059952	-97.76080322	A	America/Winnipeg
Chesterfield Inlet Airport	Chesterfield Inlet	Canada	YCS	CYCS	63.34690094	-90.73110199	A	America/Winnipeg
Coronation Airport	Coronation	Canada	YCT	CYCT	52.07500076	-111.4449997	A	America/Edmonton
Chilliwack Airport	Chilliwack	Canada	YCW	CYCW	49.15280151	-121.939003	A	America/Vancouver
Clyde River Airport	Clyde River	Canada	YCY	CYCY	70.48609924	-68.51670074	A	America/Toronto
Dawson City Airport	Dawson	Canada	YDA	CYDA	64.04309845	-139.128006	A	America/Vancouver
Burwash Airport	Burwash	Canada	YDB	CYDB	61.37110138	-139.0410004	A	America/Vancouver
Princeton Airport	Princeton	Canada	\N	CYDC	49.4681015	-120.5110016	A	America/Vancouver
Deer Lake Airport	Deer Lake	Canada	YDF	CYDF	49.21080017	-57.39139938	A	America/St_Johns
Dease Lake Airport	Dease Lake	Canada	YDL	CYDL	58.42219925	-130.0319977	A	America/Vancouver
Ross River Airport	Ross River	Canada	XRR	CYDM	61.97060013	-132.4230042	\N	\N
Dauphin Barker Airport	Dauphin	Canada	YDN	CYDN	51.10079956	-100.052002	A	America/Winnipeg
Dolbeau St Felicien Airport	Dolbeau-St-Félicien	Canada	YDO	CYDO	48.7784996	-72.375	\N	\N
Nain Airport	Nain	Canada	YDP	CYDP	56.54919815	-61.68030167	A	America/Halifax
Dawson Creek Airport	Dawson Creek	Canada	YDQ	CYDQ	55.74229813	-120.1829987	A	America/Dawson_Creek
Huronia Airport	Midland	Canada	\N	CYEE	44.68330002	-79.92829895	A	America/Toronto
Edmonton International Airport	Edmonton	Canada	YEG	CYEG	53.30970001	-113.5800018	A	America/Edmonton
Arviat Airport	Eskimo Point	Canada	YEK	CYEK	61.09420013	-94.07080078	A	America/Winnipeg
Elliot Lake Municipal Airport	ELLIOT LAKE	Canada	YEL	CYEL	46.35139847	-82.56140137	A	America/Toronto
Manitoulin East Municipal Airport	Manitowaning	Canada	YEM	CYEM	45.84280014	-81.85810089	A	America/Toronto
Estevan Airport	Estevan	Canada	YEN	CYEN	49.21030045	-102.9660034	N	America/Regina
Fort Severn Airport	Fort Severn	Canada	YER	CYER	56.01890182	-87.67610168	A	America/Toronto
Edmundston Airport	Edmundston	Canada	\N	CYES	47.49060059	-68.48190308	A	\N
Edson Airport	Edson	Canada	YET	CYET	53.57889938	-116.4649963	A	America/Edmonton
Eureka Airport	Eureka	Canada	YEU	CYEU	79.99469757	-85.81420136	A	America/Winnipeg
Inuvik Mike Zubko Airport	Inuvik	Canada	YEV	CYEV	68.30419922	-133.4830017	A	America/Edmonton
Amos/Magny Airport	Amos	Canada	YEY	CYEY	48.563903	-78.249702	\N	\N
Fort Albany Airport	Fort Albany	Canada	YFA	CYFA	52.20140076	-81.69689941	A	America/Toronto
Iqaluit Airport	Iqaluit	Canada	YFB	CYFB	63.756402	-68.555801	A	America/Toronto
Fredericton Airport	Fredericton	Canada	YFC	CYFC	45.8689003	-66.53720093	A	America/Halifax
Brantford Municipal Airport	Brantford	Canada	\N	CYFD	43.13140106	-80.34249878	A	America/Toronto
Forestville Airport	Forestville	Canada	YFE	CYFE	48.74610138	-69.09719849	A	America/Toronto
Fort Hope Airport	Fort Hope	Canada	YFH	CYFH	51.56190109	-87.90779877	A	America/Toronto
La Macaza / Mont-Tremblant International Inc Airport	Mont-Tremblant	Canada	YTM	CYFJ	46.40940094	-74.77999878	A	America/Toronto
Flin Flon Airport	Flin Flon	Canada	YFO	CYFO	54.67810059	-101.6819992	A	America/Winnipeg
Fort Resolution Airport	Fort Resolution	Canada	YFR	CYFR	61.18080139	-113.6900024	A	America/Edmonton
Fort Simpson Airport	Fort Simpson	Canada	YFS	CYFS	61.7602005	-121.2369995	A	America/Edmonton
Makkovik Airport	Makkovik	Canada	YMN	CYFT	55.07690048	-59.18640137	A	America/Halifax
Texada Gillies Bay Airport	Texada	Canada	YGB	CYGB	49.69419861	-124.5179977	A	America/Vancouver
Goderich Airport	Goderich	Canada	\N	CYGD	43.76689911	-81.71060181	\N	\N
Golden Airport	Golden	Canada	\N	CYGE	51.299196	-116.982002	A	America/Edmonton
Fort Good Hope Airport	Fort Good Hope	Canada	YGH	CYGH	66.24079895	-128.651001	A	America/Edmonton
Kingston Norman Rogers Airport	Kingston	Canada	YGK	CYGK	44.22529984	-76.59690094	A	America/Toronto
La Grande Rivière Airport	La Grande Riviere	Canada	YGL	CYGL	53.62530136	-77.70420074	A	America/Toronto
Gimli Industrial Park Airport	Gimli	Canada	YGM	CYGM	50.62810135	-97.04329681	A	America/Winnipeg
Gods Lake Narrows Airport	Gods Lake Narrows	Canada	YGO	CYGO	54.55889893	-94.49140167	A	America/Winnipeg
Gaspé (Michel-Pouliot) Airport	Gaspe	Canada	YGP	CYGP	48.77529907	-64.47859955	A	America/Toronto
Geraldton Greenstone Regional Airport	Geraldton	Canada	YGQ	CYGQ	49.77830124	-86.93939972	A	America/Toronto
Îles-de-la-Madeleine Airport	Iles De La Madeleine	Canada	YGR	CYGR	47.42470169	-61.77809906	A	America/Toronto
Igloolik Airport	Igloolik	Canada	YGT	CYGT	69.36470032	-81.81610107	A	America/Toronto
Havre St Pierre Airport	Havre-Saint-Pierre	Canada	YGV	CYGV	50.2818985	-63.6114006	A	America/Toronto
Kuujjuarapik Airport	Kuujjuarapik	Canada	YGW	CYGW	55.2818985	-77.76529694	A	America/Toronto
Gillam Airport	Gillam	Canada	YGX	CYGX	56.35749817	-94.71060181	A	America/Winnipeg
Grise Fiord Airport	Grise Fiord	Canada	YGZ	CYGZ	76.42610168	-82.90920258	A	America/Toronto
Quaqtaq Airport	Quaqtaq	Canada	YQC	CYHA	61.04639816	-69.61779785	A	America/Toronto
Hudson Bay Airport	Hudson Bay	Canada	YHB	CYHB	52.81669998	-102.310997	N	America/Regina
Vancouver Harbour Water Aerodrome	Vancouver	Canada	CXH	CYHC	49.29439926	-123.1110001	A	America/Vancouver
Dryden Regional Airport	Dryden	Canada	YHD	CYHD	49.831699	-92.744202	A	America/Winnipeg
Hope Airport	Hope	Canada	YHE	CYHE	49.36830139	-121.4980011	\N	\N
Hearst René Fontaine Municipal Airport	Hearst	Canada	YHF	CYHF	49.71419907	-83.68609619	A	America/Toronto
Nemiscau Airport	Nemiscau	Canada	YNS	CYHH	51.69110107	-76.13559723	A	America/Toronto
Ulukhaktok Holman Airport	Holman Island	Canada	YHI	CYHI	70.76280212	-117.8059998	A	America/Edmonton
Gjoa Haven Airport	Gjoa Haven	Canada	YHK	CYHK	68.63559723	-95.84970093	A	America/Edmonton
John C. Munro Hamilton International Airport	Hamilton	Canada	YHM	CYHM	43.17359924	-79.93499756	A	America/Toronto
Hornepayne Municipal Airport	Hornepayne	Canada	YHN	CYHN	49.19309998	-84.7589035	A	America/Toronto
Hopedale Airport	Hopedale	Canada	YHO	CYHO	55.44829941	-60.22859955	A	America/Halifax
Chevery Airport	Chevery	Canada	YHR	CYHR	50.46889877	-59.63669968	A	America/Blanc-Sablon
Hanover / Saugeen Municipal Airport	Hanover	Canada	\N	CYHS	44.158298	-81.062798	A	America/Toronto
Haines Junction Airport	Haines Junction	Canada	YHT	CYHT	60.78919983	-137.5460052	\N	\N
Montréal / Saint-Hubert Airport	Montreal	Canada	YHU	CYHU	45.51750183	-73.41690063	A	America/Toronto
Hay River / Merlyn Carter Airport	Hay River	Canada	YHY	CYHY	60.83969879	-115.7829971	A	America/Edmonton
Halifax / Stanfield International Airport	Halifax	Canada	YHZ	CYHZ	44.88079834	-63.50859833	A	America/Halifax
Atikokan Municipal Airport	Atikokan	Canada	YIB	CYIB	48.77389908	-91.63860321	A	America/Coral_Harbour
Digby / Annapolis Regional Airport	Digby	Canada	YDG	CYID	44.54584504	-65.78542471	\N	\N
St Augustin Airport	St-Augustin	Canada	YIF	CYIF	51.21170044	-58.65829849	A	America/Blanc-Sablon
Ivujivik Airport	Ivujivik	Canada	YIK	CYIK	62.41730118	-77.9253006	A	America/Toronto
Pond Inlet Airport	Pond Inlet	Canada	YIO	CYIO	72.6832962	-77.96669769	A	America/Toronto
Island Lake Airport	Island Lake	Canada	YIV	CYIV	53.85720062	-94.6536026	A	America/Winnipeg
Fort Liard Airport	Fort Liard	Canada	YJF	CYJF	60.2358017	-123.4690018	\N	\N
Fort St James Airport	Fort St. James	Canada	\N	CYJM	54.39720154	-124.2630005	A	America/Vancouver
St Jean Airport	St. Jean	Canada	YJN	CYJN	45.29439926	-73.28109741	A	America/Toronto
Denny Island Airport	Bella Bella	Canada	\N	CYJQ	52.137937	-128.059748	A	America/Vancouver
Stephenville Airport	Stephenville	Canada	YJT	CYJT	48.5442009	-58.54999924	A	America/St_Johns
Kamloops Airport	Kamloops	Canada	YKA	CYKA	50.70220184	-120.4440002	A	America/Vancouver
Aklavik/Freddie Carmichael Airport	Aklavik	Canada	LAK	CYKD	68.223297	-135.00599	A	America/Edmonton
Waterloo Airport	Waterloo	Canada	YKF	CYKF	43.46080017	-80.37860107	A	America/Toronto
Kangiqsujuaq (Wakeham Bay) Airport	Kangiqsujuaq	Canada	YWB	CYKG	61.58860016	-71.92939758	A	America/Toronto
Key Lake Airport	Key Lake	Canada	YKJ	CYKJ	57.2560997	-105.6179962	\N	\N
Schefferville Airport	Schefferville	Canada	YKL	CYKL	54.80530167	-66.80529785	A	America/Toronto
Akulivik Airport	Akulivik	Canada	AKV	CYKO	60.8185997	-78.14859772	A	America/Toronto
Waskaganish Airport	Waskaganish	Canada	YKQ	CYKQ	51.47330093	-78.75830078	A	America/Toronto
Kirkland Lake Airport	Kirkland Lake	Canada	YKX	CYKX	48.21030045	-79.98139954	A	America/Toronto
Kindersley Airport	Kindersley	Canada	YKY	CYKY	51.51750183	-109.1809998	N	America/Regina
Buttonville Municipal Airport	Toronto	Canada	YKZ	CYKZ	43.86220169	-79.37000275	A	America/Toronto
Aupaluk Airport	Aupaluk	Canada	YPJ	CYLA	59.29669952	-69.59970093	A	America/Toronto
Kimmirut Airport	Kimmirut	Canada	YLC	CYLC	62.84999847	-69.88330078	A	America/Toronto
Chapleau Airport	Chapleau	Canada	YLD	CYLD	47.81999969	-83.34670258	A	America/Toronto
Lansdowne House Airport	Lansdowne House	Canada	YLH	CYLH	52.1955986	-87.93419647	A	America/Toronto
Meadow Lake Airport	Meadow Lake	Canada	YLJ	CYLJ	54.12530136	-108.5230026	N	America/Regina
Lutselk'e Airport	Lutselk'e	Canada	YSG	CYLK	62.418303	-110.681998	\N	\N
Lloydminster Airport	Lloydminster	Canada	YLL	CYLL	53.30920029	-110.072998	A	America/Edmonton
Leaf Rapids Airport	Leaf Rapids	Canada	YLR	CYLR	56.51330185	-99.98529816	\N	\N
Barrie-Orillia (Lake Simcoe Regional Airport)	Barrie-Orillia	Canada	YLK	CYLS	44.48529816	-79.55560303	A	America/Toronto
Alert Airport	Alert	Canada	YLT	CYLT	82.51779938	-62.2806015	A	America/Toronto
Kangiqsualujjuaq (Georges River) Airport	Kangiqsualujjuaq	Canada	XGR	CYLU	58.71139908	-65.99279785	A	America/Toronto
Kelowna International Airport	Kelowna	Canada	YLW	CYLW	49.95610046	-119.3779984	A	America/Vancouver
Mayo Airport	Mayo	Canada	YMA	CYMA	63.61640167	-135.8679962	A	America/Vancouver
Matane Airport	Matane	Canada	YME	CYME	48.85689926	-67.45330048	\N	\N
Manitouwadge Airport	Manitouwadge	Canada	YMG	CYMG	49.08390045	-85.86060333	A	America/Toronto
Mary's Harbour Airport	Mary's Harbour	Canada	YMH	CYMH	52.30279922	-55.84719849	A	America/St_Johns
Moose Jaw Air Vice Marshal C. M. McEwen Airport	Moose Jaw	Canada	YMJ	CYMJ	50.33029938	-105.5589981	N	America/Regina
Charlevoix Airport	Charlevoix	Canada	YML	CYML	47.59749985	-70.22389984	\N	\N
Fort McMurray Airport	Fort Mcmurray	Canada	YMM	CYMM	56.65330124	-111.2220001	A	America/Edmonton
Moosonee Airport	Moosonee	Canada	YMO	CYMO	51.29109955	-80.60780334	A	America/Toronto
Chapais Airport	Chibougamau	Canada	YMT	CYMT	49.77190018	-74.52809906	A	America/Toronto
Umiujaq Airport	Umiujaq	Canada	YUD	CYMU	56.53609848	-76.51830292	A	America/Toronto
Maniwaki Airport	Maniwaki	Canada	YMW	CYMW	46.27280045	-75.99060059	A	America/Toronto
Montreal International (Mirabel) Airport	Montreal	Canada	YMX	CYMX	45.679501	-74.038696	A	America/Toronto
Natashquan Airport	Natashquan	Canada	YNA	CYNA	50.18999863	-61.78919983	A	America/Toronto
Wemindji Airport	Wemindji	Canada	YNC	CYNC	53.01060104	-78.83110046	A	America/Toronto
Ottawa / Gatineau Airport	Gatineau	Canada	YND	CYND	45.52170181	-75.56359863	A	America/Toronto
Norway House Airport	Norway House	Canada	YNE	CYNE	53.95830154	-97.84420013	A	America/Winnipeg
Langley Airport	Langley Township	Canada	YLY	CYNJ	49.10079956	-122.6309967	A	America/Vancouver
Points North Landing Airport	Points North Landing	Canada	YNL	CYNL	58.27669907	-104.0820007	N	America/Regina
Matagami Airport	Matagami	Canada	YNM	CYNM	49.76169968	-77.80280304	A	America/Toronto
Nejanilini Lake Airport	Nejanilini Lake	Canada	\N	CYNN	59.48749924	-97.78029633	\N	\N
Fort Mackay / Horizon Airport	Wood Buffalo	Canada	HZP	CYNR	57.38169861	-111.7009964	A	\N
Ekati Airport	Ekati	Canada	YOA	CYOA	64.69889832	-110.6149979	A	America/Edmonton
Old Crow Airport	Old Crow	Canada	YOC	CYOC	67.57060242	-139.8390045	A	America/Vancouver
CFB Cold Lake	Cold Lake	Canada	YOD	CYOD	54.40499878	-110.2789993	A	America/Edmonton
Oxford House Airport	Oxford House	Canada	YOH	CYOH	54.93330002	-95.27890015	A	America/Winnipeg
High Level Airport	High Level	Canada	YOJ	CYOJ	58.62139893	-117.1650009	A	America/Edmonton
Toronto/Oshawa Executive Airport	Oshawa	Canada	YOO	CYOO	43.922798	-78.894997	A	America/Toronto
Rainbow Lake Airport	Rainbow Lake	Canada	YOP	CYOP	58.49140167	-119.4079971	A	America/Edmonton
Owen Sound / Billy Bishop Regional Airport	Owen Sound	Canada	YOS	CYOS	44.59030151	-80.83750153	\N	\N
Ottawa Macdonald-Cartier International Airport	Ottawa	Canada	YOW	CYOW	45.32249832	-75.66919708	A	America/Toronto
Prince Albert Glass Field	Prince Albert	Canada	YPA	CYPA	53.21419907	-105.6729965	N	America/Regina
Paulatuk (Nora Aliqatchialuk Ruben) Airport	Paulatuk	Canada	YPC	CYPC	69.36083812	-124.07547	A	America/Edmonton
Port Hawkesbury Airport	Port Hawkesbury	Canada	YPS	CYPD	45.65670013	-61.36809921	\N	\N
Peace River Airport	Peace River	Canada	YPE	CYPE	56.226898	-117.446999	A	America/Edmonton
Southport Airport	Portage-la-prairie	Canada	YPG	CYPG	49.903099	-98.273817	A	America/Winnipeg
Inukjuak Airport	Inukjuak	Canada	YPH	CYPH	58.47190094	-78.07689667	A	America/Toronto
Pitt Meadows Airport	Pitt Meadows	Canada	\N	CYPK	49.21609879	-122.7099991	A	America/Vancouver
Pickle Lake Airport	Pickle Lake	Canada	YPL	CYPL	51.44639969	-90.21420288	A	America/Coral_Harbour
Pikangikum Airport	Pikangikum	Canada	YPM	CYPM	51.81969833	-93.97329712	A	America/Winnipeg
Port Menier Airport	Port Menier	Canada	YPN	CYPN	49.83639908	-64.28859711	A	America/Toronto
Peawanuck Airport	Peawanuck	Canada	YPO	CYPO	54.98809814	-85.44329834	A	America/Toronto
Peterborough Airport	Peterborough	Canada	YPQ	CYPQ	44.22999954	-78.36329651	A	America/Toronto
Prince Rupert Airport	Prince Pupert	Canada	YPR	CYPR	54.28609848	-130.4450073	A	America/Vancouver
Pelee Island Airport	Pelee	Canada	\N	CYPT	41.78039932	-82.6780014	A	\N
Powell River Airport	Powell River	Canada	YPW	CYPW	49.83420181	-124.5	A	America/Vancouver
Puvirnituq Airport	Puvirnituq	Canada	YPX	CYPX	60.05059814	-77.28690338	A	America/Toronto
Fort Chipewyan Airport	Fort Chipewyan	Canada	YPY	CYPY	58.76720047	-111.1169968	A	America/Edmonton
Muskoka Airport	Muskoka	Canada	YQA	CYQA	44.97470093	-79.30329895	A	America/Toronto
Quebec Jean Lesage International Airport	Quebec	Canada	YQB	CYQB	46.7911	-71.393303	A	America/Toronto
The Pas Airport	The Pas	Canada	YQD	CYQD	53.97140121	-101.0910034	A	America/Winnipeg
Red Deer Regional Airport	Red Deer Industrial	Canada	YQF	CYQF	52.18220139	-113.8939972	A	America/Edmonton
Windsor Airport	Windsor	Canada	YQG	CYQG	42.27560043	-82.95559692	A	America/Toronto
Watson Lake Airport	Watson Lake	Canada	YQH	CYQH	60.11640167	-128.8220062	A	America/Vancouver
Yarmouth Airport	Yarmouth	Canada	YQI	CYQI	43.82690048	-66.08809662	A	America/Halifax
Kenora Airport	Kenora	Canada	YQK	CYQK	49.78829956	-94.36309814	A	America/Winnipeg
Lethbridge County Airport	Lethbridge	Canada	YQL	CYQL	49.63029861	-112.8000031	A	America/Edmonton
Greater Moncton International Airport	Moncton	Canada	YQM	CYQM	46.11220169	-64.6785965	A	America/Halifax
Nakina Airport	Nakina	Canada	YQN	CYQN	50.18280029	-86.6964035	A	America/Toronto
Comox Airport	Comox	Canada	YQQ	CYQQ	49.71080017	-124.887001	A	America/Vancouver
Regina International Airport	Regina	Canada	YQR	CYQR	50.43190002	-104.6660004	N	America/Regina
St Thomas Municipal Airport	St Thomas	Canada	YQS	CYQS	42.77000046	-81.1108017	\N	\N
Thunder Bay Airport	Thunder Bay	Canada	YQT	CYQT	48.37189865	-89.32389832	A	America/Toronto
Grande Prairie Airport	Grande Prairie	Canada	YQU	CYQU	55.17969894	-118.8850021	A	America/Edmonton
Yorkton Municipal Airport	Yorkton	Canada	YQV	CYQV	51.26470184	-102.461998	N	America/Regina
North Battleford Airport	North Battleford	Canada	YQW	CYQW	52.76919937	-108.2440033	N	America/Regina
Gander International Airport	Gander	Canada	YQX	CYQX	48.93690109	-54.56809998	A	America/St_Johns
Sydney / J.A. Douglas McCurdy Airport	Sydney	Canada	YQY	CYQY	46.1614	-60.047798	A	America/Halifax
Quesnel Airport	Quesnel	Canada	YQZ	CYQZ	53.02610016	-122.5100021	A	America/Vancouver
Rae Lakes Airport	Gamètì	Canada	YRA	CYRA	64.1160965	-117.3099976	A	America/Edmonton
Resolute Bay Airport	Resolute	Canada	YRB	CYRB	74.71690369	-94.9693985	A	America/Winnipeg
Rivière-du-Loup Airport	Riviere Du Loup	Canada	YRI	CYRI	47.76440048	-69.58470154	A	America/Toronto
Roberval Airport	Roberval	Canada	YRJ	CYRJ	48.52000046	-72.26560211	A	America/Toronto
Red Lake Airport	Red Lake	Canada	YRL	CYRL	51.06689835	-93.79309845	A	America/Winnipeg
Rocky Mountain House Airport	Rocky Mountain House	Canada	YRM	CYRM	52.42969894	-114.9039993	A	America/Edmonton
Ottawa / Rockcliffe Airport	Ottawa	Canada	YRO	CYRO	45.46030045	-75.64610291	\N	\N
Ottawa / Carp Airport	Ottawa	Canada	\N	CYRP	45.31919861	-76.02220154	\N	\N
Trois-Rivières Airport	Trois Rivieres	Canada	YRQ	CYRQ	46.35279846	-72.67939758	A	America/Toronto
Red Sucker Lake Airport	Red Sucker Lake	Canada	YRS	CYRS	54.16719818	-93.55719757	A	America/Winnipeg
Rankin Inlet Airport	Rankin Inlet	Canada	YRT	CYRT	62.81140137	-92.11579895	A	America/Winnipeg
Revelstoke Airport	Revelstoke	Canada	YRV	CYRV	50.96670151	-118.1829987	A	America/Vancouver
Stratford Municipal Airport	Stratford	Canada	\N	CYSA	43.41559982	-80.93440247	A	\N
Sudbury Airport	Sudbury	Canada	YSB	CYSB	46.625	-80.79889679	A	America/Toronto
Sherbrooke Airport	Sherbrooke	Canada	YSC	CYSC	45.43859863	-71.69139862	A	America/Toronto
Suffield Heliport	Suffield	Canada	YSD	CYSD	50.26670074	-111.1829987	A	America/Edmonton
Squamish Airport	Squamish	Canada	YSE	CYSE	49.78170013	-123.1620026	A	\N
Stony Rapids Airport	Stony Rapids	Canada	YSF	CYSF	59.25030136	-105.8410034	N	America/Regina
St Georges Airport	Lutselk'e	Canada	\N	CYSG	46.096401	-70.714699	A	America/Toronto
Smiths Falls-Montague (Russ Beach) Airport	Smiths Falls	Canada	YSH	CYSH	44.94580078	-75.94059753	\N	\N
Saint John Airport	St. John	Canada	YSJ	CYSJ	45.31610107	-65.89029694	A	America/Halifax
Sanikiluaq Airport	Sanikiluaq	Canada	YSK	CYSK	56.53779984	-79.24669647	A	\N
St Leonard Airport	St Leonard	Canada	YSL	CYSL	47.15750122	-67.83470154	\N	\N
Fort Smith Airport	Fort Smith	Canada	YSM	CYSM	60.02030182	-111.961998	A	America/Edmonton
Niagara District Airport	Saint Catherines	Canada	YCM	CYSN	43.19169998	-79.17169952	A	America/Toronto
Marathon Airport	Marathon	Canada	YSP	CYSP	48.75529861	-86.3443985	A	America/Toronto
Nanisivik Airport	Nanisivik	Canada	YSR	CYSR	72.982201	-84.613602	A	America/Toronto
St. Theresa Point Airport	St. Theresa Point	Canada	YST	CYST	53.84560013	-94.85189819	A	America/Winnipeg
Summerside Airport	Summerside	Canada	YSU	CYSU	46.44060135	-63.83359909	A	America/Halifax
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport	Sachs Harbour	Canada	YSY	CYSY	71.99389648	-125.2429962	A	America/Edmonton
Pembroke Airport	Pembroke	Canada	YTA	CYTA	45.86439896	-77.25170135	A	America/Toronto
Cape Dorset Airport	Cape Dorset	Canada	YTE	CYTE	64.23000336	-76.52670288	A	America/Toronto
Alma Airport	Alma	Canada	YTF	CYTF	48.50889969	-71.64189911	A	America/Toronto
Thompson Airport	Thompson	Canada	YTH	CYTH	55.80110168	-97.86419678	A	America/Winnipeg
Big Trout Lake Airport	Big Trout Lake	Canada	YTL	CYTL	53.81779861	-89.89689636	A	America/Winnipeg
Tasiujaq Airport	Tasiujaq	Canada	YTQ	CYTQ	58.6678009	-69.95580292	A	America/Toronto
CFB Trenton	Trenton	Canada	YTR	CYTR	44.1189003	-77.52809906	A	America/Toronto
Timmins/Victor M. Power	Timmins	Canada	YTS	CYTS	48.56969833	-81.37670136	A	America/Toronto
Billy Bishop Toronto City Centre Airport	Toronto	Canada	YTZ	CYTZ	43.627499	-79.396202	A	America/Toronto
Tuktoyaktuk Airport	Tuktoyaktuk	Canada	YUB	CYUB	69.4332962	-133.026001	A	America/Edmonton
Montreal / Pierre Elliott Trudeau International Airport	Montreal	Canada	YUL	CYUL	45.47060013	-73.74079895	A	America/Toronto
Repulse Bay Airport	Repulse Bay	Canada	YUT	CYUT	66.52140045	-86.22470093	A	America/Winnipeg
Hall Beach Airport	Hall Beach	Canada	YUX	CYUX	68.77610016	-81.2425	A	America/Toronto
Rouyn Noranda Airport	Rouyn	Canada	YUY	CYUY	48.20610046	-78.83560181	A	America/Toronto
Bonaventure Airport	Bonaventure	Canada	YVB	CYVB	48.07109833	-65.46029663	A	America/Toronto
La Ronge Airport	La Ronge	Canada	YVC	CYVC	55.15140152	-105.262001	N	America/Regina
Virden/R.J. (Bob) Andrew Field Regional Aerodrome	Virden	Canada	\N	CYVD	49.87829971	-100.9179993	\N	\N
Vermilion Airport	Vermillion	Canada	YVG	CYVG	53.35580063	-110.8239975	A	America/Edmonton
Vernon Airport	Vernon	Canada	YVE	CYVK	50.24810028	-119.3310013	\N	\N
Qikiqtarjuaq Airport	Broughton Island	Canada	YVM	CYVM	67.54579926	-64.03140259	A	America/Toronto
Val-d'Or Airport	Val D'or	Canada	YVO	CYVO	48.05329895	-77.78279877	A	America/Toronto
Kuujjuaq Airport	Quujjuaq	Canada	YVP	CYVP	58.09609985	-68.42690277	A	America/Toronto
Norman Wells Airport	Norman Wells	Canada	YVQ	CYVQ	65.28160095	-126.7979965	A	America/Edmonton
Vancouver International Airport	Vancouver	Canada	YVR	CYVR	49.19390106	-123.1839981	A	America/Vancouver
Buffalo Narrows Airport	Buffalo Narrows	Canada	YVT	CYVT	55.84189987	-108.4179993	N	America/Regina
Wiarton Airport	Wiarton	Canada	YVV	CYVV	44.7458	-81.107201	A	America/Toronto
Deer Lake Airport	Deer Lake	Canada	YVZ	CYVZ	52.65579987	-94.06140137	A	America/Winnipeg
Petawawa Airport	Petawawa	Canada	YWA	CYWA	45.95220184	-77.31919861	A	America/Toronto
Winnipeg / James Armstrong Richardson International Airport	Winnipeg	Canada	YWG	CYWG	49.90999985	-97.23989868	A	America/Winnipeg
